"Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: Workflow Pattern","Mapping: RIM Mapping","Mapping: CDA (R2)","Mapping: FHIR DocumentReference","Mapping: FiveWs Pattern Mapping"
"Composition.section.title","","header
labelcaption","",0,1,"","","","string {[]} {[]}
","Label for section (e.g. for ToC)","The label for this particular section.  This will be part of the rendered content for the document, and is often used to build a table of contents.","The title identifies the section for a human reader. The title must be consistent with the narrative of the resource that is the target of the section.content reference. Generally, sections SHOULD have titles, but in some documents, it is unnecessary or inappropriate. Typically, this is where a section has subsections that have their own adequately distinguishing title,  or documents that only have a single section. Most Implementation Guides will make section title to be a required element.","Section headings are often standardized for different types of documents.  They give guidance to humans on how the document is organized.","","","","<valueString xmlns=""http://hl7.org/fhir"" value=""Individual""/>","","","",,,,,"",,,,"Composition.section.title",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","./title",".title"
"Composition.section.code","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Classification of section (recommended)","A code identifying the kind of content contained within the section. This must be consistent with the section title.","The code identifies the section for an automated processor of the document. This is particularly relevant when using profiles to control the structure of the document.   

If the section has content (instead of sub-sections), the section.code does not change the meaning or interpretation of the resource that is the content of the section in the comments for the section.code.","Provides computable standardized labels to topics within the document.","","","","<valueCodeableConcept xmlns=""http://hl7.org/fhir"">
  <coding>
    <system value=""https://liberaliscomputing.github.io/pedigree-fhir-ig/CodeSystem/pedigree-sectioning""/>
    <code value=""individual""/>
  </coding>
</valueCodeableConcept>","","","",,"example","Classification of a section of a composition/document.","http://hl7.org/fhir/ValueSet/doc-section-codes","",,,,"Composition.section.code",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","./code",".code"
"Composition.section.author","","","",0,*,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Practitioner], CanonicalType[http://hl7.org/fhir/StructureDefinition/PractitionerRole], CanonicalType[http://hl7.org/fhir/StructureDefinition/Device], CanonicalType[http://hl7.org/fhir/StructureDefinition/Patient], CanonicalType[http://hl7.org/fhir/StructureDefinition/RelatedPerson], CanonicalType[http://hl7.org/fhir/StructureDefinition/Organization]]}
","Who and/or what authored the section","Identifies who is responsible for the information in this section, not necessarily who typed it in.","","Identifies who is responsible for the content.","","","","","","","",,,,,"",,,,"Composition.section.author",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".participation[typeCode=""AUT""].role[classCode=""ASSIGNED""]",".author.assignedAuthor","FiveWs.author"
"Composition.section.focus","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Resource]]}
","Who/what the section is about, when it is not about the subject of composition","The actual focus of the section when it is not the subject of the composition, but instead represents something or someone associated with the subject such as (for a patient subject) a spouse, parent, fetus, or donor. If not focus is specified, the focus is assumed to be focus of the parent section, or, for a section in the Composition itself, the subject of the composition. Sections with a focus SHALL only include resources where the logical subject (patient, subject, focus, etc.) matches the section focus, or the resources have no logical subject (few resources).","Typically, sections in a doument are about the subject of the document, whether that is a  patient, or group of patients, location, or device, or whatever. For some kind of documents, some sections actually contain data about related entities. Typical examples are  a section in a newborn discharge summary concerning the mother, or family history documents, with a section about each family member, though there are many other examples.","","","","","","","","",,,,,"",,,,"Composition.section.focus",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".subject? (CDA did not differentiate between subject and focus)"
"Composition.section.text","","","",0,1,"","","","Narrative {[]} {[]}
","Text summary of the section, for human interpretation","A human-readable narrative that contains the attested content of the section, used to represent the content of the resource to a human. The narrative need not encode all the structured data, but is required to contain sufficient detail to make it ""clinically safe"" for a human to just read the narrative.","Document profiles may define what content should be represented in the narrative to ensure clinical safety.","","","","","","","","",,,,,"",,,,"Composition.section.text",0,1,"cmp-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".text",".text"
"Composition.section.mode","","","",0,1,"","","","code {[]} {[]}
","working | snapshot | changes","How the entry list was prepared - whether it is a working list that is suitable for being maintained on an ongoing basis, or if it represents a snapshot of a list of items from another source, or whether it is a prepared list where items may be marked as added, modified or deleted.","This element is labeled as a modifier because a change list must not be misunderstood as a complete list.","Sections are used in various ways, and it must be known in what way it is safe to use the entries in them.","","","","","","","",,"required","The processing mode that applies to this section.","http://hl7.org/fhir/ValueSet/list-mode|4.0.1","",,,,"Composition.section.mode",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".outBoundRelationship[typeCode=COMP].target[classCode=OBS""].value","n/a","FiveWs.class"
"Composition.section.orderedBy","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Order of section entries","Specifies the order applied to the items in the section entries.","Applications SHOULD render ordered lists in the order provided, but MAY allow users to re-order based on their own preferences as well. If there is no order specified, the order is unknown, though there may still be some order.","Important for presentation and rendering.  Lists may be sorted to place more important information first or to group related entries.","","","","","","","",,"preferred","What order applies to the items in the entry.","http://hl7.org/fhir/ValueSet/list-order","",,,,"Composition.section.orderedBy",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".outboundRelationship[typeCode=COMP].sequenceNumber > 1","n/a"
"Composition.section.entry","","","",1,*,"","","","Reference {[]} {[CanonicalType[https://liberaliscomputing.github.io/pedigree-fhir-ig/StructureDefinition/individual]]}
","A reference to data that supports this section","A reference to the actual resource from which the narrative in the section is derived.","If there are no entries in the list, an emptyReason SHOULD be provided.","","","","","","","","",,,,,"",,,,"Composition.section.entry",0,*,"cmp-2
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".outboundRelationship[typeCode=COMP] or  .participation[typeCode=SBJ]",".entry"
"Composition.section.emptyReason","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Why the section is empty","If the section is empty, why the list is empty. An empty section typically has some text explaining the empty reason.","The various reasons for an empty section make a significant interpretation to its interpretation. Note that this code is for use when the entire section content has been suppressed, and not for when individual items are omitted - implementers may consider using a text note or a flag on an entry in these cases.","Allows capturing things like ""none exist"" or ""not asked"" which can be important for most lists.","","","","","","","",,"preferred","If a section is empty, why it is empty.","http://hl7.org/fhir/ValueSet/list-empty-reason","",,,,"Composition.section.emptyReason",0,1,"cmp-2
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".inboundRelationship[typeCode=SUBJ,code<ListEmptyReason].value[type=CD]","n/a"
"Composition.section.section","","","",0,*,"","","","","Nested Section","A nested sub-section within this section.","Nested sections are primarily used to help human readers navigate to particular portions of the document.","","","","","","","","",,,,,"",,,,"Composition.section.section",0,*,"cmp-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","./outboundRelationship[typeCode=""COMP"" and isNormalActRelationship()]/target[moodCode=""EVN"" and classCode=""DOCSECT"" and isNormalAct]",".component.section"
"Composition.section","relationship","","",1,1,"Y","","","BackboneElement {[]} {[]}
","Composition is broken into sections","The root of the sections that make up the composition.","","","","","","","","","",,,,,"",,,,"Composition.section",0,*,"","cmp-1:A section must contain at least one of text, entries, or sub-sections {text.exists() or entry.exists() or section.exists()}
cmp-2:A section can only have an emptyReason if it is empty {emptyReason.empty() or entry.empty()}ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}","./outboundRelationship[typeCode=""COMP"" and isNormalActRelationship()]/target[moodCode=""EVN"" and classCode=""DOCSECT"" and isNormalAct]",".component.structuredBody.component.section"
"Composition.section.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"Composition.section.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"Composition.section.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"Composition.section.title","","header
labelcaption","",0,1,"","","","string {[]} {[]}
","Label for section (e.g. for ToC)","The label for this particular section.  This will be part of the rendered content for the document, and is often used to build a table of contents.","The title identifies the section for a human reader. The title must be consistent with the narrative of the resource that is the target of the section.content reference. Generally, sections SHOULD have titles, but in some documents, it is unnecessary or inappropriate. Typically, this is where a section has subsections that have their own adequately distinguishing title,  or documents that only have a single section. Most Implementation Guides will make section title to be a required element.","Section headings are often standardized for different types of documents.  They give guidance to humans on how the document is organized.","","","","<valueString xmlns=""http://hl7.org/fhir"" value=""Relationship""/>","","","",,,,,"",,,,"Composition.section.title",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","./title",".title"
"Composition.section.code","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Classification of section (recommended)","A code identifying the kind of content contained within the section. This must be consistent with the section title.","The code identifies the section for an automated processor of the document. This is particularly relevant when using profiles to control the structure of the document.   

If the section has content (instead of sub-sections), the section.code does not change the meaning or interpretation of the resource that is the content of the section in the comments for the section.code.","Provides computable standardized labels to topics within the document.","","","","<valueCodeableConcept xmlns=""http://hl7.org/fhir"">
  <coding>
    <system value=""https://liberaliscomputing.github.io/pedigree-fhir-ig/CodeSystem/pedigree-sectioning""/>
    <code value=""relationship""/>
  </coding>
</valueCodeableConcept>","","","",,"example","Classification of a section of a composition/document.","http://hl7.org/fhir/ValueSet/doc-section-codes","",,,,"Composition.section.code",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","./code",".code"
"Composition.section.author","","","",0,*,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Practitioner], CanonicalType[http://hl7.org/fhir/StructureDefinition/PractitionerRole], CanonicalType[http://hl7.org/fhir/StructureDefinition/Device], CanonicalType[http://hl7.org/fhir/StructureDefinition/Patient], CanonicalType[http://hl7.org/fhir/StructureDefinition/RelatedPerson], CanonicalType[http://hl7.org/fhir/StructureDefinition/Organization]]}
","Who and/or what authored the section","Identifies who is responsible for the information in this section, not necessarily who typed it in.","","Identifies who is responsible for the content.","","","","","","","",,,,,"",,,,"Composition.section.author",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".participation[typeCode=""AUT""].role[classCode=""ASSIGNED""]",".author.assignedAuthor","FiveWs.author"
"Composition.section.focus","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Resource]]}
","Who/what the section is about, when it is not about the subject of composition","The actual focus of the section when it is not the subject of the composition, but instead represents something or someone associated with the subject such as (for a patient subject) a spouse, parent, fetus, or donor. If not focus is specified, the focus is assumed to be focus of the parent section, or, for a section in the Composition itself, the subject of the composition. Sections with a focus SHALL only include resources where the logical subject (patient, subject, focus, etc.) matches the section focus, or the resources have no logical subject (few resources).","Typically, sections in a doument are about the subject of the document, whether that is a  patient, or group of patients, location, or device, or whatever. For some kind of documents, some sections actually contain data about related entities. Typical examples are  a section in a newborn discharge summary concerning the mother, or family history documents, with a section about each family member, though there are many other examples.","","","","","","","","",,,,,"",,,,"Composition.section.focus",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".subject? (CDA did not differentiate between subject and focus)"
"Composition.section.text","","","",0,1,"","","","Narrative {[]} {[]}
","Text summary of the section, for human interpretation","A human-readable narrative that contains the attested content of the section, used to represent the content of the resource to a human. The narrative need not encode all the structured data, but is required to contain sufficient detail to make it ""clinically safe"" for a human to just read the narrative.","Document profiles may define what content should be represented in the narrative to ensure clinical safety.","","","","","","","","",,,,,"",,,,"Composition.section.text",0,1,"cmp-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".text",".text"
"Composition.section.mode","","","",0,1,"","","","code {[]} {[]}
","working | snapshot | changes","How the entry list was prepared - whether it is a working list that is suitable for being maintained on an ongoing basis, or if it represents a snapshot of a list of items from another source, or whether it is a prepared list where items may be marked as added, modified or deleted.","This element is labeled as a modifier because a change list must not be misunderstood as a complete list.","Sections are used in various ways, and it must be known in what way it is safe to use the entries in them.","","","","","","","",,"required","The processing mode that applies to this section.","http://hl7.org/fhir/ValueSet/list-mode|4.0.1","",,,,"Composition.section.mode",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".outBoundRelationship[typeCode=COMP].target[classCode=OBS""].value","n/a","FiveWs.class"
"Composition.section.orderedBy","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Order of section entries","Specifies the order applied to the items in the section entries.","Applications SHOULD render ordered lists in the order provided, but MAY allow users to re-order based on their own preferences as well. If there is no order specified, the order is unknown, though there may still be some order.","Important for presentation and rendering.  Lists may be sorted to place more important information first or to group related entries.","","","","","","","",,"preferred","What order applies to the items in the entry.","http://hl7.org/fhir/ValueSet/list-order","",,,,"Composition.section.orderedBy",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".outboundRelationship[typeCode=COMP].sequenceNumber > 1","n/a"
"Composition.section.entry","","","",0,*,"","","","Reference {[]} {[CanonicalType[https://liberaliscomputing.github.io/pedigree-fhir-ig/StructureDefinition/relationship]]}
","A reference to data that supports this section","A reference to the actual resource from which the narrative in the section is derived.","If there are no entries in the list, an emptyReason SHOULD be provided.","","","","","","","","",,,,,"",,,,"Composition.section.entry",0,*,"cmp-2
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".outboundRelationship[typeCode=COMP] or  .participation[typeCode=SBJ]",".entry"
"Composition.section.emptyReason","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Why the section is empty","If the section is empty, why the list is empty. An empty section typically has some text explaining the empty reason.","The various reasons for an empty section make a significant interpretation to its interpretation. Note that this code is for use when the entire section content has been suppressed, and not for when individual items are omitted - implementers may consider using a text note or a flag on an entry in these cases.","Allows capturing things like ""none exist"" or ""not asked"" which can be important for most lists.","","","","","","","",,"preferred","If a section is empty, why it is empty.","http://hl7.org/fhir/ValueSet/list-empty-reason","",,,,"Composition.section.emptyReason",0,1,"cmp-2
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".inboundRelationship[typeCode=SUBJ,code<ListEmptyReason].value[type=CD]","n/a"
"Composition.section.section","","","",0,*,"","","","","Nested Section","A nested sub-section within this section.","Nested sections are primarily used to help human readers navigate to particular portions of the document.","","","","","","","","",,,,,"",,,,"Composition.section.section",0,*,"cmp-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","./outboundRelationship[typeCode=""COMP"" and isNormalActRelationship()]/target[moodCode=""EVN"" and classCode=""DOCSECT"" and isNormalAct]",".component.section"
"Composition.section","reasonCollected","","",1,1,"Y","","","BackboneElement {[]} {[]}
","Composition is broken into sections","The root of the sections that make up the composition.","","","","","","","","","",,,,,"",,,,"Composition.section",0,*,"","cmp-1:A section must contain at least one of text, entries, or sub-sections {text.exists() or entry.exists() or section.exists()}
cmp-2:A section can only have an emptyReason if it is empty {emptyReason.empty() or entry.empty()}ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}","./outboundRelationship[typeCode=""COMP"" and isNormalActRelationship()]/target[moodCode=""EVN"" and classCode=""DOCSECT"" and isNormalAct]",".component.structuredBody.component.section"
"Composition.section.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"Composition.section.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"Composition.section.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"Composition.section.title","","header
labelcaption","",0,1,"","","","string {[]} {[]}
","Label for section (e.g. for ToC)","The label for this particular section.  This will be part of the rendered content for the document, and is often used to build a table of contents.","The title identifies the section for a human reader. The title must be consistent with the narrative of the resource that is the target of the section.content reference. Generally, sections SHOULD have titles, but in some documents, it is unnecessary or inappropriate. Typically, this is where a section has subsections that have their own adequately distinguishing title,  or documents that only have a single section. Most Implementation Guides will make section title to be a required element.","Section headings are often standardized for different types of documents.  They give guidance to humans on how the document is organized.","","","","<valueString xmlns=""http://hl7.org/fhir"" value=""Reason Collected""/>","","","",,,,,"",,,,"Composition.section.title",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","./title",".title"
"Composition.section.code","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Classification of section (recommended)","A code identifying the kind of content contained within the section. This must be consistent with the section title.","The code identifies the section for an automated processor of the document. This is particularly relevant when using profiles to control the structure of the document.   

If the section has content (instead of sub-sections), the section.code does not change the meaning or interpretation of the resource that is the content of the section in the comments for the section.code.","Provides computable standardized labels to topics within the document.","","","","<valueCodeableConcept xmlns=""http://hl7.org/fhir"">
  <coding>
    <system value=""https://liberaliscomputing.github.io/pedigree-fhir-ig/CodeSystem/pedigree-sectioning""/>
    <code value=""reason-collected""/>
  </coding>
</valueCodeableConcept>","","","",,"example","Classification of a section of a composition/document.","http://hl7.org/fhir/ValueSet/doc-section-codes","",,,,"Composition.section.code",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","./code",".code"
"Composition.section.author","","","",0,*,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Practitioner], CanonicalType[http://hl7.org/fhir/StructureDefinition/PractitionerRole], CanonicalType[http://hl7.org/fhir/StructureDefinition/Device], CanonicalType[http://hl7.org/fhir/StructureDefinition/Patient], CanonicalType[http://hl7.org/fhir/StructureDefinition/RelatedPerson], CanonicalType[http://hl7.org/fhir/StructureDefinition/Organization]]}
","Who and/or what authored the section","Identifies who is responsible for the information in this section, not necessarily who typed it in.","","Identifies who is responsible for the content.","","","","","","","",,,,,"",,,,"Composition.section.author",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".participation[typeCode=""AUT""].role[classCode=""ASSIGNED""]",".author.assignedAuthor","FiveWs.author"
"Composition.section.focus","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Resource]]}
","Who/what the section is about, when it is not about the subject of composition","The actual focus of the section when it is not the subject of the composition, but instead represents something or someone associated with the subject such as (for a patient subject) a spouse, parent, fetus, or donor. If not focus is specified, the focus is assumed to be focus of the parent section, or, for a section in the Composition itself, the subject of the composition. Sections with a focus SHALL only include resources where the logical subject (patient, subject, focus, etc.) matches the section focus, or the resources have no logical subject (few resources).","Typically, sections in a doument are about the subject of the document, whether that is a  patient, or group of patients, location, or device, or whatever. For some kind of documents, some sections actually contain data about related entities. Typical examples are  a section in a newborn discharge summary concerning the mother, or family history documents, with a section about each family member, though there are many other examples.","","","","","","","","",,,,,"",,,,"Composition.section.focus",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".subject? (CDA did not differentiate between subject and focus)"
"Composition.section.text","","","",0,1,"","","","Narrative {[]} {[]}
","Text summary of the section, for human interpretation","A human-readable narrative that contains the attested content of the section, used to represent the content of the resource to a human. The narrative need not encode all the structured data, but is required to contain sufficient detail to make it ""clinically safe"" for a human to just read the narrative.","Document profiles may define what content should be represented in the narrative to ensure clinical safety.","","","","","","","","",,,,,"",,,,"Composition.section.text",0,1,"cmp-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".text",".text"
"Composition.section.mode","","","",0,1,"","","","code {[]} {[]}
","working | snapshot | changes","How the entry list was prepared - whether it is a working list that is suitable for being maintained on an ongoing basis, or if it represents a snapshot of a list of items from another source, or whether it is a prepared list where items may be marked as added, modified or deleted.","This element is labeled as a modifier because a change list must not be misunderstood as a complete list.","Sections are used in various ways, and it must be known in what way it is safe to use the entries in them.","","","","","","","",,"required","The processing mode that applies to this section.","http://hl7.org/fhir/ValueSet/list-mode|4.0.1","",,,,"Composition.section.mode",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".outBoundRelationship[typeCode=COMP].target[classCode=OBS""].value","n/a","FiveWs.class"
"Composition.section.orderedBy","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Order of section entries","Specifies the order applied to the items in the section entries.","Applications SHOULD render ordered lists in the order provided, but MAY allow users to re-order based on their own preferences as well. If there is no order specified, the order is unknown, though there may still be some order.","Important for presentation and rendering.  Lists may be sorted to place more important information first or to group related entries.","","","","","","","",,"preferred","What order applies to the items in the entry.","http://hl7.org/fhir/ValueSet/list-order","",,,,"Composition.section.orderedBy",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".outboundRelationship[typeCode=COMP].sequenceNumber > 1","n/a"
"Composition.section.entry","","","",0,*,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Condition]]}
","A reference to data that supports this section","A reference to the actual resource from which the narrative in the section is derived.","If there are no entries in the list, an emptyReason SHOULD be provided.","","","","","","","","",,,,,"",,,,"Composition.section.entry",0,*,"cmp-2
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".outboundRelationship[typeCode=COMP] or  .participation[typeCode=SBJ]",".entry"
"Composition.section.emptyReason","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Why the section is empty","If the section is empty, why the list is empty. An empty section typically has some text explaining the empty reason.","The various reasons for an empty section make a significant interpretation to its interpretation. Note that this code is for use when the entire section content has been suppressed, and not for when individual items are omitted - implementers may consider using a text note or a flag on an entry in these cases.","Allows capturing things like ""none exist"" or ""not asked"" which can be important for most lists.","","","","","","","",,"preferred","If a section is empty, why it is empty.","http://hl7.org/fhir/ValueSet/list-empty-reason","",,,,"Composition.section.emptyReason",0,1,"cmp-2
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".inboundRelationship[typeCode=SUBJ,code<ListEmptyReason].value[type=CD]","n/a"
"Composition.section.section","","","",0,*,"","","","","Nested Section","A nested sub-section within this section.","Nested sections are primarily used to help human readers navigate to particular portions of the document.","","","","","","","","",,,,,"",,,,"Composition.section.section",0,*,"cmp-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","./outboundRelationship[typeCode=""COMP"" and isNormalActRelationship()]/target[moodCode=""EVN"" and classCode=""DOCSECT"" and isNormalAct]",".component.section"
